country_id,year_id,indicator_id,sex_id,Value,is_missing
127,2015-01-01,12,3,0.0,1
127,2016-01-01,12,3,0.0,1
127,2017-01-01,12,3,0.0,1
127,2018-01-01,12,3,0.0,1
127,2019-01-01,12,3,0.0,1
127,2020-01-01,12,3,0.0,1
127,2021-01-01,12,3,0.0,1
128,2011-01-01,12,3,9.34,0
128,2012-01-01,12,3,9.5,0
128,2013-01-01,12,3,9.67,0
128,2014-01-01,12,3,9.83,0
128,2015-01-01,12,3,9.99,0
128,2016-01-01,12,3,10.16,0
128,2017-01-01,12,3,10.32,0
128,2018-01-01,12,3,10.48,0
128,2019-01-01,12,3,10.64,0
128,2020-01-01,12,3,10.81,0
128,2021-01-01,12,3,10.81,0
129,2011-01-01,12,3,12.56,0
129,2012-01-01,12,3,12.59,0
129,2013-01-01,12,3,12.63,0
129,2014-01-01,12,3,12.66,0
129,2015-01-01,12,3,12.7,0
129,2016-01-01,12,3,12.73,0
129,2017-01-01,12,3,12.84,0
129,2018-01-01,12,3,12.86,0
129,2019-01-01,12,3,12.87,0
129,2020-01-01,12,3,12.87,0
129,2021-01-01,12,3,12.87,0
130,2011-01-01,12,3,8.36,0
130,2012-01-01,12,3,8.46,0
130,2013-01-01,12,3,8.81,0
130,2014-01-01,12,3,9.03,0
130,2015-01-01,12,3,9.25,0
130,2016-01-01,12,3,9.69,0
130,2017-01-01,12,3,10.13,0
130,2018-01-01,12,3,10.56,0
130,2019-01-01,12,3,11.0,0
130,2020-01-01,12,3,11.44,0
130,2021-01-01,12,3,11.44,0
131,2011-01-01,12,3,6.25,0
131,2012-01-01,12,3,6.18,0
131,2013-01-01,12,3,6.31,0
131,2014-01-01,12,3,6.5,0
131,2015-01-01,12,3,6.5,0
131,2016-01-01,12,3,6.5,0
131,2017-01-01,12,3,6.38,0
131,2018-01-01,12,3,5.71,0
131,2019-01-01,12,3,5.04,0
131,2020-01-01,12,3,5.04,0
131,2021-01-01,12,3,5.04,0
132,2011-01-01,12,3,0.0,1
132,2012-01-01,12,3,0.0,1
132,2013-01-01,12,3,0.0,1
132,2014-01-01,12,3,0.0,1
132,2015-01-01,12,3,0.0,1
132,2016-01-01,12,3,0.0,1
132,2017-01-01,12,3,0.0,1
132,2018-01-01,12,3,0.0,1
132,2019-01-01,12,3,0.0,1
132,2020-01-01,12,3,0.0,1
132,2021-01-01,12,3,0.0,1
133,2011-01-01,12,3,9.14,0
133,2012-01-01,12,3,9.33,0
133,2013-01-01,12,3,9.26,0
133,2014-01-01,12,3,9.28,0
133,2015-01-01,12,3,9.37,0
133,2016-01-01,12,3,9.37,0
133,2017-01-01,12,3,9.42,0
133,2018-01-01,12,3,9.63,0
133,2019-01-01,12,3,9.79,0
133,2020-01-01,12,3,9.96,0
133,2021-01-01,12,3,9.96,0
134,2011-01-01,12,3,9.19,0
134,2012-01-01,12,3,9.32,0
134,2013-01-01,12,3,9.45,0
134,2014-01-01,12,3,9.59,0
134,2015-01-01,12,3,9.72,0
134,2016-01-01,12,3,9.86,0
134,2017-01-01,12,3,9.99,0
134,2018-01-01,12,3,10.13,0
134,2019-01-01,12,3,10.26,0
134,2020-01-01,12,3,10.26,0
134,2021-01-01,12,3,10.26,0
135,2011-01-01,12,3,4.92,0
135,2012-01-01,12,3,5.01,0
135,2013-01-01,12,3,5.11,0
135,2014-01-01,12,3,5.2,0
135,2015-01-01,12,3,5.29,0
135,2016-01-01,12,3,5.31,0
135,2017-01-01,12,3,5.33,0
135,2018-01-01,12,3,5.36,0
135,2019-01-01,12,3,5.38,0
135,2020-01-01,12,3,5.38,0
135,2021-01-01,12,3,5.38,0
136,2011-01-01,12,3,7.62,0
136,2012-01-01,12,3,7.79,0
136,2013-01-01,12,3,8.26,0
136,2014-01-01,12,3,8.26,0
136,2015-01-01,12,3,8.53,0
136,2016-01-01,12,3,8.32,0
136,2017-01-01,12,3,8.45,0
136,2018-01-01,12,3,8.58,0
136,2019-01-01,12,3,8.81,0
136,2020-01-01,12,3,8.87,0
136,2021-01-01,12,3,8.87,0
137,2011-01-01,12,3,9.47,0
137,2012-01-01,12,3,9.66,0
137,2013-01-01,12,3,9.67,0
137,2014-01-01,12,3,9.77,0
137,2015-01-01,12,3,9.6,0
137,2016-01-01,12,3,9.84,0
137,2017-01-01,12,3,10.08,0
137,2018-01-01,12,3,10.32,0
137,2019-01-01,12,3,10.46,0
137,2020-01-01,12,3,10.46,0
137,2021-01-01,12,3,10.46,0
138,2011-01-01,12,3,8.85,0
138,2012-01-01,12,3,8.91,0
138,2013-01-01,12,3,8.98,0
138,2014-01-01,12,3,8.77,0
138,2015-01-01,12,3,8.57,0
138,2016-01-01,12,3,8.37,0
138,2017-01-01,12,3,8.16,0
138,2018-01-01,12,3,8.43,0
138,2019-01-01,12,3,8.7,0
138,2020-01-01,12,3,8.7,0
138,2021-01-01,12,3,8.7,0
139,2011-01-01,12,3,12.54,0
139,2012-01-01,12,3,12.78,0
139,2013-01-01,12,3,12.74,0
139,2014-01-01,12,3,12.79,0
139,2015-01-01,12,3,12.83,0
139,2016-01-01,12,3,12.87,0
139,2017-01-01,12,3,12.9,0
139,2018-01-01,12,3,12.92,0
139,2019-01-01,12,3,12.94,0
139,2020-01-01,12,3,12.97,0
139,2021-01-01,12,3,12.97,0
140,2011-01-01,12,3,8.29,0
140,2012-01-01,12,3,8.5,0
140,2013-01-01,12,3,8.63,0
140,2014-01-01,12,3,8.83,0
140,2015-01-01,12,3,8.95,0
140,2016-01-01,12,3,9.07,0
140,2017-01-01,12,3,9.15,0
140,2018-01-01,12,3,9.05,0
140,2019-01-01,12,3,9.28,0
140,2020-01-01,12,3,9.54,0
140,2021-01-01,12,3,9.54,0
141,2011-01-01,12,3,8.36,0
141,2012-01-01,12,3,8.81,0
141,2013-01-01,12,3,9.59,0
141,2014-01-01,12,3,9.45,0
141,2015-01-01,12,3,9.4,0
141,2016-01-01,12,3,9.34,0
141,2017-01-01,12,3,9.37,0
141,2018-01-01,12,3,9.49,0
141,2019-01-01,12,3,9.61,0
141,2020-01-01,12,3,9.61,0
141,2021-01-01,12,3,9.61,0
142,2011-01-01,12,3,11.32,0
142,2012-01-01,12,3,11.38,0
142,2013-01-01,12,3,11.42,0
142,2014-01-01,12,3,11.25,0
142,2015-01-01,12,3,11.38,0
142,2016-01-01,12,3,11.46,0
142,2017-01-01,12,3,11.49,0
142,2018-01-01,12,3,11.54,0
142,2019-01-01,12,3,11.58,0
142,2020-01-01,12,3,11.58,0
142,2021-01-01,12,3,11.58,0
143,2011-01-01,12,3,12.43,0
143,2012-01-01,12,3,12.43,0
143,2013-01-01,12,3,12.47,0
143,2014-01-01,12,3,12.49,0
143,2015-01-01,12,3,12.53,0
143,2016-01-01,12,3,12.56,0
143,2017-01-01,12,3,12.76,0
143,2018-01-01,12,3,12.75,0
143,2019-01-01,12,3,12.81,0
143,2020-01-01,12,3,12.81,0
143,2021-01-01,12,3,12.81,0
144,2011-01-01,12,3,4.39,0
144,2012-01-01,12,3,4.36,0
144,2013-01-01,12,3,4.5,0
144,2014-01-01,12,3,4.64,0
144,2015-01-01,12,3,4.68,0
144,2016-01-01,12,3,4.73,0
144,2017-01-01,12,3,4.77,0
144,2018-01-01,12,3,4.82,0
144,2019-01-01,12,3,4.89,0
144,2020-01-01,12,3,4.89,0
144,2021-01-01,12,3,4.89,0
145,2011-01-01,12,3,0.0,1
145,2012-01-01,12,3,0.0,1
145,2013-01-01,12,3,0.0,1
145,2014-01-01,12,3,0.0,1
145,2015-01-01,12,3,0.0,1
145,2016-01-01,12,3,0.0,1
145,2017-01-01,12,3,0.0,1
145,2018-01-01,12,3,0.0,1
145,2019-01-01,12,3,0.0,1
145,2020-01-01,12,3,0.0,1
145,2021-01-01,12,3,0.0,1
146,2011-01-01,12,3,8.08,0
146,2012-01-01,12,3,8.08,0
146,2013-01-01,12,3,8.08,0
146,2014-01-01,12,3,8.11,0
146,2015-01-01,12,3,8.15,0
146,2016-01-01,12,3,8.18,0
146,2017-01-01,12,3,8.22,0
146,2018-01-01,12,3,8.26,0
146,2019-01-01,12,3,8.29,0
146,2020-01-01,12,3,8.29,0
146,2021-01-01,12,3,8.29,0
147,2011-01-01,12,3,10.75,0
147,2012-01-01,12,3,10.75,0
147,2013-01-01,12,3,10.75,0
147,2014-01-01,12,3,10.75,0
147,2015-01-01,12,3,10.75,0
147,2016-01-01,12,3,10.75,0
147,2017-01-01,12,3,10.75,0
147,2018-01-01,12,3,10.75,0
147,2019-01-01,12,3,10.75,0
147,2020-01-01,12,3,10.75,0
147,2021-01-01,12,3,10.75,0
148,2011-01-01,12,3,11.55,0
148,2012-01-01,12,3,11.49,0
148,2013-01-01,12,3,11.43,0
148,2014-01-01,12,3,11.38,0
148,2015-01-01,12,3,11.32,0
148,2016-01-01,12,3,11.26,0
148,2017-01-01,12,3,11.2,0
148,2018-01-01,12,3,11.14,0
148,2019-01-01,12,3,11.09,0
148,2020-01-01,12,3,11.03,0
148,2021-01-01,12,3,11.03,0
149,2011-01-01,12,3,10.69,0
149,2012-01-01,12,3,10.69,0
149,2013-01-01,12,3,10.69,0
149,2014-01-01,12,3,10.69,0
149,2015-01-01,12,3,10.69,0
149,2016-01-01,12,3,10.69,0
149,2017-01-01,12,3,10.69,0
149,2018-01-01,12,3,10.69,0
149,2019-01-01,12,3,10.69,0
149,2020-01-01,12,3,10.69,0
149,2021-01-01,12,3,10.69,0
150,2011-01-01,12,3,6.09,0
150,2012-01-01,12,3,6.11,0
150,2013-01-01,12,3,6.13,0
150,2014-01-01,12,3,6.14,0
150,2015-01-01,12,3,6.28,0
150,2016-01-01,12,3,6.41,0
150,2017-01-01,12,3,6.54,0
150,2018-01-01,12,3,6.68,0
150,2019-01-01,12,3,6.81,0
150,2020-01-01,12,3,6.81,0
150,2021-01-01,12,3,6.81,0
151,2011-01-01,12,3,9.63,0
151,2012-01-01,12,3,9.85,0
151,2013-01-01,12,3,10.07,0
151,2014-01-01,12,3,10.19,0
151,2015-01-01,12,3,10.3,0
151,2016-01-01,12,3,10.41,0
151,2017-01-01,12,3,10.52,0
151,2018-01-01,12,3,10.9,0
151,2019-01-01,12,3,11.29,0
151,2020-01-01,12,3,11.67,0
151,2021-01-01,12,3,11.67,0
152,2011-01-01,12,3,3.18,0
152,2012-01-01,12,3,3.34,0
152,2013-01-01,12,3,3.5,0
152,2014-01-01,12,3,3.65,0
152,2015-01-01,12,3,3.8,0
152,2016-01-01,12,3,3.95,0
152,2017-01-01,12,3,4.11,0
152,2018-01-01,12,3,4.28,0
152,2019-01-01,12,3,4.46,0
152,2020-01-01,12,3,4.46,0
152,2021-01-01,12,3,4.46,0
153,2011-01-01,12,3,11.15,0
153,2012-01-01,12,3,11.14,0
153,2013-01-01,12,3,11.12,0
153,2014-01-01,12,3,11.29,0
153,2015-01-01,12,3,11.5,0
153,2016-01-01,12,3,11.59,0
153,2017-01-01,12,3,11.61,0
153,2018-01-01,12,3,11.68,0
153,2019-01-01,12,3,11.76,0
153,2020-01-01,12,3,11.76,0
153,2021-01-01,12,3,11.76,0
154,2011-01-01,12,3,10.45,0
154,2012-01-01,12,3,10.44,0
154,2013-01-01,12,3,10.43,0
154,2014-01-01,12,3,10.42,0
154,2015-01-01,12,3,10.41,0
154,2016-01-01,12,3,10.4,0
154,2017-01-01,12,3,10.39,0
154,2018-01-01,12,3,10.37,0
154,2019-01-01,12,3,10.36,0
154,2020-01-01,12,3,10.36,0
154,2021-01-01,12,3,10.36,0
155,2011-01-01,12,3,5.14,0
155,2012-01-01,12,3,5.2,0
155,2013-01-01,12,3,5.26,0
155,2014-01-01,12,3,5.32,0
155,2015-01-01,12,3,5.38,0
155,2016-01-01,12,3,5.49,0
155,2017-01-01,12,3,5.6,0
155,2018-01-01,12,3,5.71,0
155,2019-01-01,12,3,5.82,0
155,2020-01-01,12,3,5.82,0
155,2021-01-01,12,3,5.82,0
156,2011-01-01,12,3,11.7,0
156,2012-01-01,12,3,11.69,0
156,2013-01-01,12,3,11.82,0
156,2014-01-01,12,3,11.85,0
156,2015-01-01,12,3,11.99,0
156,2016-01-01,12,3,12.02,0
156,2017-01-01,12,3,11.96,0
156,2018-01-01,12,3,12.17,0
156,2019-01-01,12,3,12.21,0
156,2020-01-01,12,3,12.25,0
156,2021-01-01,12,3,12.25,0
157,2011-01-01,12,3,12.7,0
157,2012-01-01,12,3,12.56,0
157,2013-01-01,12,3,12.63,0
157,2014-01-01,12,3,12.62,0
157,2015-01-01,12,3,12.77,0
157,2016-01-01,12,3,12.81,0
157,2017-01-01,12,3,12.85,0
157,2018-01-01,12,3,12.93,0
157,2019-01-01,12,3,12.96,0
157,2020-01-01,12,3,12.96,0
157,2021-01-01,12,3,12.96,0
158,2011-01-01,12,3,12.38,0
158,2012-01-01,12,3,12.39,0
158,2013-01-01,12,3,12.49,0
158,2014-01-01,12,3,12.53,0
158,2015-01-01,12,3,12.6,0
158,2016-01-01,12,3,12.68,0
158,2017-01-01,12,3,12.69,0
158,2018-01-01,12,3,12.73,0
158,2019-01-01,12,3,12.77,0
158,2020-01-01,12,3,12.77,0
158,2021-01-01,12,3,12.77,0
159,2011-01-01,12,3,0.0,1
159,2012-01-01,12,3,0.0,1
159,2013-01-01,12,3,0.0,1
159,2014-01-01,12,3,0.0,1
159,2015-01-01,12,3,0.0,1
159,2016-01-01,12,3,0.0,1
159,2017-01-01,12,3,0.0,1
159,2018-01-01,12,3,0.0,1
159,2019-01-01,12,3,0.0,1
159,2020-01-01,12,3,0.0,1
159,2021-01-01,12,3,0.0,1
160,2011-01-01,12,3,0.0,1
160,2012-01-01,12,3,0.0,1
160,2013-01-01,12,3,0.0,1
160,2014-01-01,12,3,0.0,1
160,2015-01-01,12,3,0.0,1
160,2016-01-01,12,3,0.0,1
160,2017-01-01,12,3,0.0,1
160,2018-01-01,12,3,0.0,1
160,2019-01-01,12,3,0.0,1
160,2020-01-01,12,3,0.0,1
160,2021-01-01,12,3,0.0,1
161,2011-01-01,12,3,9.88,0
161,2012-01-01,12,3,10.17,0
161,2013-01-01,12,3,10.26,0
161,2014-01-01,12,3,10.34,0
161,2015-01-01,12,3,10.45,0
161,2016-01-01,12,3,10.36,0
161,2017-01-01,12,3,10.28,0
